         383171 function calls (376601 primitive calls) in 0.362 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.002    0.000 pyparsing.py:1178(extract_stack)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1170(_trim_arity)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1991(__add__)
       24    0.000    0.000    0.000    0.000 dviread.py:155(decorate)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      605    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 mathtext.py:285(MathtextBackendSvg)
       11    0.000    0.000    0.030    0.003 artist.py:1511(kwdoc)
      615    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1391(setParseAction)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2560(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       19    0.000    0.000    0.000    0.000 path.py:193(_update_values)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1645(set)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.004    0.004 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
      115    0.000    0.000    0.000    0.000 pyparsing.py:2330(__str__)
       15    0.000    0.000    0.000    0.000 pathlib.py:62(parse_parts)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
       33    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
       93    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
       69    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       23    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
       92    0.000    0.000    0.001    0.000 traceback.py:282(line)
       50    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
        1    0.000    0.000    0.003    0.003 ssl.py:91(<module>)
       16    0.000    0.000    0.009    0.001 rcsetup.py:740(cycler)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       20    0.000    0.000    0.000    0.000 __init__.py:1272(_fixupParents)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
       51    0.000    0.000    0.000    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
       33    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
      414    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _base.py:131(_process_plot_var_args)
        1    0.000    0.000    0.003    0.003 Image.py:30(<module>)
       88    0.000    0.000    0.001    0.000 docstring.py:122(<lambda>)
        1    0.000    0.000    0.017    0.017 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:24(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
       63    0.000    0.000    0.000    0.000 rcsetup.py:429(validate_fontsize)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       21    0.000    0.000    0.000    0.000 __init__.py:1341(__init__)
      343    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       97    0.000    0.000    0.016    0.000 re.py:232(compile)
      445    0.000    0.000    0.000    0.000 a_star_planner.py:55(<lambda>)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
      164    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_string)
        1    0.000    0.000    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.005    0.005 patches.py:1(<module>)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:2083(any)
      160    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2381(__hash__)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       60    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       12    0.000    0.000    0.003    0.000 artist.py:1094(__init__)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
      280    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      174    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       39    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.005    0.005 npyio.py:1(<module>)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
       76    0.000    0.000    0.000    0.000 __init__.py:329(iterable)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6819(add_newdoc_for_scalar_type)
       25    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       22    0.000    0.000    0.000    0.000 artist.py:32(allow_rasterization)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
      166    0.000    0.000    0.000    0.000 pyparsing.py:3568(<genexpr>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:197(_sanity_check)
      292    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
      170    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 dates.py:135(<module>)
        1    0.000    0.000    0.022    0.022 _axes.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:288(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:792(<dictcomp>)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
       44    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
       76    0.000    0.000    0.000    0.000 types.py:164(__get__)
        3    0.000    0.000    0.000    0.000 six.py:837(wrapper)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
      224    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
      292    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.019    0.019 text.py:3(<module>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3866(parseImpl)
       69    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
       23    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
       24    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        3    0.000    0.000    0.003    0.001 __init__.py:2(<module>)
        1    0.000    0.000    0.003    0.003 mathtext.py:2202(Parser)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.000    0.000 collections.py:1780(QuadMesh)
      130    0.000    0.000    0.000    0.000 deprecation.py:115(deprecated)
       55    0.000    0.000    0.000    0.000 rcsetup.py:667(__call__)
       28    0.000    0.000    0.001    0.000 abc.py:125(__new__)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       55    0.000    0.000    0.000    0.000 rcsetup.py:939(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
      204    0.000    0.000    0.000    0.000 patches.py:1815(<genexpr>)
       92    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
      120    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
       18    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       15    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1329(setName)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3744(<genexpr>)
    33/10    0.000    0.000    0.003    0.000 pyparsing.py:4071(leaveWhitespace)
        6    0.000    0.000    0.000    0.000 patches.py:1811(_pprint_table)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2949(__str__)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3590(<listcomp>)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4280(parseImpl)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5364(_makeTags)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
       26    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 _base.py:396(_AxesBase)
       18    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       27    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
      244    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       56    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.007    0.007 image.py:4(<module>)
        1    0.000    0.000    0.005    0.005 lines.py:4(<module>)
        1    0.000    0.000    0.019    0.019 collections.py:10(<module>)
       89    0.000    0.000    0.000    0.000 docstring.py:98(do_copy)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2235(setWhitespaceChars)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2621(parseImpl)
       23    0.000    0.000    0.000    0.000 rcsetup.py:57(<dictcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        7    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      110    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.066    0.066 colorbar.py:20(<module>)
        1    0.000    0.000    0.001    0.001 colors.py:61(<module>)
       39    0.000    0.000    0.000    0.000 inspect.py:2843(replace)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       69    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
        2    0.000    0.000    0.009    0.004 __init__.py:45(<module>)
      498    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       68    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.004    0.002 __init__.py:3(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1200(wrapper)
     24/4    0.000    0.000    0.000    0.000 pyparsing.py:3697(streamline)
       39    0.000    0.000    0.000    0.000 __init__.py:1598(_preprocess_data)
       24    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
      252    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.006    0.006 backend_bases.py:33(<module>)
        1    0.000    0.000    0.000    0.000 type_check.py:3(<module>)
       60    0.000    0.000    0.000    0.000 _methods.py:42(_any)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.033    0.033 figure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:165(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1725(resetCache)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3853(__init__)
        1    0.000    0.000    0.014    0.014 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       44    0.000    0.000    0.000    0.000 core.py:146(get_object_signature)
       60    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
       26    0.000    0.000    0.000    0.000 core.py:6572(getdoc)
        1    0.000    0.000    0.362    0.362 a_star_planner.py:1(<module>)
      151    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       27    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
       61    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      151    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      384    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fbfe1148ea0}
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4359(parseImpl)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4425(parseImpl)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
